GCA_000821365.1
GCA_900084045.1
GCA_900084055.1
GCA_900084065.1
GCA_900084075.1
GCA_900084085.1
GCA_900084095.1
GCA_900084105.1
GCA_900084115.1
GCA_900084125.1
GCA_900084135.1
GCA_900084145.1
GCA_900084155.1
GCA_900084165.1
GCA_900084175.1
GCA_900084185.1
GCA_900084195.1
GCA_900084205.1
GCA_900084215.1
GCA_900084225.1
GCA_900084235.1
GCA_900084245.1
GCA_900084255.1
GCA_900084265.1
GCA_900084275.1
GCA_900084285.1
GCA_900084295.1
GCA_900084305.1
GCA_900084315.1
GCA_900084325.1
GCA_900084335.1
GCA_900084345.1
GCA_900084355.1
GCA_900084365.1
GCA_900084375.1
GCA_900084385.1
GCA_900084395.1
GCA_900084405.1
GCA_900084415.1
GCA_900084425.1
GCA_900084435.1
GCA_900084445.1
GCA_900084455.1
GCA_900084465.1
GCA_900084475.1
GCA_900084485.1
GCA_900084495.1
GCA_900084505.1
GCA_900084515.1
GCA_900084525.1
GCA_900084535.1
GCA_900084545.1
GCA_900084555.1
GCA_900084565.1
GCA_900084575.1
GCA_900084585.1
GCA_900084595.1
GCA_900084605.1
GCA_900084615.1
GCA_900084625.1
GCA_900084635.1
GCA_900084645.1
GCA_900084655.1
GCA_900084665.1
GCA_900084675.1
GCA_900084685.1
GCA_900084695.1
GCA_900084705.1
GCA_900084715.1
GCA_900084725.1
GCA_900084735.1
GCA_900084745.1
GCA_900084755.1
GCA_900084765.1
GCA_900084775.1
GCA_900084785.1
GCA_900084795.1
GCA_900084805.1
GCA_900084815.1
GCA_900084825.1
GCA_900084835.1
GCA_900084845.1
GCA_900084855.1
GCA_900084865.1
GCA_900084875.1
GCA_900084885.1
GCA_900084895.1
GCA_900084905.1
GCA_900084915.1
GCA_900084925.1
GCA_900084935.1
GCA_900084945.1
GCA_900084955.1
GCA_900084965.1
GCA_900084975.1
GCA_900084985.1
GCA_900084995.1
GCA_900085005.1
GCA_900085015.1
GCA_900085025.1
GCA_900085035.1
GCA_900085045.1
GCA_900085055.1
GCA_900085065.1
GCA_900085075.1
GCA_900085085.1
GCA_900085095.1
GCA_900085105.1
GCA_900085115.1
GCA_900085125.1
GCA_900085135.1
GCA_900085145.1
GCA_900085155.1
GCA_900085165.1
GCA_900085175.1
GCA_900085185.1
GCA_900085195.1
GCA_900085205.1
GCA_900085215.1
GCA_900085225.1
GCA_900085235.1
GCA_900085245.1
GCA_900085255.1
GCA_900085265.1
GCA_900085275.1
GCA_900085285.1
GCA_900085295.1
GCA_900085305.1
GCA_900085315.1
GCA_900085325.1
GCA_900085335.1
GCA_900085345.1
GCA_900085355.1
GCA_900085365.1
GCA_900085375.1
GCA_900085385.1
GCA_900085395.1
GCA_900085405.1
GCA_900085415.1
GCA_900085425.1
GCA_900085435.1
GCA_900085445.1
GCA_900085455.1
GCA_900085465.1
GCA_900085475.1
GCA_900085485.1
GCA_900085495.1
GCA_900085505.1
GCA_900085515.1
GCA_900085525.1
GCA_900085535.1
GCA_900085545.1
GCA_900085555.1
GCA_900085565.1
GCA_900085575.1
GCA_900085585.1
GCA_900085595.1
GCA_900085605.1
GCA_900085615.1
GCA_900085625.1
GCA_900085635.1
GCA_900085645.1
GCA_900085655.1
GCA_900085665.1
GCA_900085675.1
GCA_900085685.1
GCA_900085695.1
GCA_900085705.1
GCA_900085715.1
GCA_900085725.1
GCA_900085735.1
GCA_900085745.1
GCA_900085755.1
GCA_900085765.1
GCA_900085775.1
GCA_900085785.1
GCA_900085795.1
GCA_900085805.1
GCA_900085815.1
GCA_900085825.1
GCA_900085835.1
GCA_900085845.1
GCA_900085855.1
GCA_900085865.1
GCA_900085875.1
GCA_900085885.1
GCA_900085895.1
GCA_900085905.1
GCA_900085915.1
GCA_900085925.1
GCA_900085935.1
GCA_900085945.1
GCA_900085955.1
GCA_900085965.1
GCA_900085975.1
GCA_900085985.1
GCA_900085995.1
GCA_900086005.1
GCA_900086015.1
GCA_900086025.1
GCA_900086035.1
GCA_900086045.1
GCA_900086055.1
GCA_900086065.1
GCA_900086075.1
GCA_900086085.1
GCA_900086095.1
GCA_900086105.1
GCA_900086115.1
GCA_900086125.1
GCA_900086135.1
GCA_900086145.1
GCA_900086155.1
GCA_900086165.1
GCA_900086175.1
GCA_900086185.1
GCA_900086195.1
GCA_900086205.1
GCA_900086215.1
GCA_900086225.1
GCA_900086235.1
GCA_900086245.1
GCA_900086255.1
GCA_900086265.1
GCA_900086275.1
GCA_900086285.1
GCA_900086295.1
GCA_900086305.1
GCA_900086315.1
GCA_900086325.1
GCA_900086335.1
GCA_900086345.1
GCA_900086355.1
GCA_900086365.1
GCA_900086375.1
GCA_900086385.1
GCA_900086395.1
GCA_900086405.1
GCA_900086415.1
GCA_900086425.1
GCA_900086435.1
GCA_900086445.1
GCA_900086455.1
GCA_900086465.1
GCA_900086475.1
GCA_900086485.1
GCA_900086495.1
GCA_900086505.1
GCA_900086515.1
GCA_900086525.1
GCA_900086535.1
GCA_900086545.1
